time;gFx;gFy;gFz;TgF
12,347;0,02;0,0231;0,0971;0,102
12,364;0,0265;0,0199;0,1072;0,112
12,378;0,0338;0,0149;0,1121;0,118
12,393;0,0407;0,0136;0,1227;0,13
12,426;0,0429;0,0121;0,1327;0,14
12,44;0,041;0,0136;0,1407;0,147
12,459;0,036;0,0151;0,1517;0,157
12,49;0,035;0,0176;0,1664;0,171
12,511;0,0306;0,0207;0,1782;0,182
12,52;0,0292;0,0257;0,1945;0,198
12,558;0,0262;0,0334;0,2116;0,216
12,569;0,027;0,0439;0,2275;0,233
12,589;0,0268;0,0522;0,2348;0,242
12,599;0,0331;0,0612;0,2411;0,251
12,617;0,0388;0,0737;0,2461;0,26
12,648;0,0425;0,0838;0,255;0,272
12,671;0,0409;0,0923;0,2596;0,279
12,677;0,0423;0,0999;0,2661;0,287
12,714;0,0451;0,1074;0,2779;0,301
12,728;0,0531;0,1049;0,2885;0,312
12,743;0,0608;0,1035;0,2935;0,317
12,763;0,0708;0,1035;0,3001;0,325
12,788;0,0771;0,0962;0,2993;0,324
12,808;0,087;0,0828;0,301;0,324
12,825;0,0983;0,0703;0,3062;0,329
12,855;0,1107;0,0572;0,3198;0,343
12,868;0,1188;0,0424;0,3272;0,351
12,887;0,1287;0,0313;0,3331;0,359
12,899;0,1446;0,0204;0,3494;0,379
12,932;0,1738;0,0101;0,3767;0,415
12,949;1,807;-0,9351;1,779;2,703
12,99;-0,1215;-3,4775;2,9482;4,561
12,994;-3,4564;-0,7465;-1,2487;3,75
13,012;-2,0551;2,8422;-2,3602;4,228
13,027;1,1883;2,0007;1,6381;2,846
13,043;1,5764;1,2035;-0,4895;2,043
13,061;1,1877;1,8906;-0,1341;2,237
13,115;-0,7021;3,3915;-0,3201;3,478
13,118;-0,746;2,7218;0,6628;2,899
13,12;-1,0729;1,1716;1,1197;1,944
13,152;-1,8185;0,4367;0,3248;1,898
13,172;-1,628;0,8056;0,7034;1,948
13,185;-1,2627;0,7914;1,0404;1,817
13,201;-1,1399;0,5178;0,6743;1,422
13,243;-0,6962;0,7998;0,342;1,114
13,249;-0,4263;1,147;0,4584;1,307
13,263;-0,3443;1,285;0,3944;1,388
13,279;-0,1885;1,3458;0,2506;1,382
13,298;-0,2148;1,2806;0,3355;1,341
13,328;-0,3286;1,0642;0,4178;1,19
13,345;-0,4605;0,8721;0,4201;1,072
13,393;-0,5478;0,8262;0,4564;1,091
13,399;-0,4486;0,9802;0,485;1,182
13,406;-0,3637;0,9012;0,3527;1,034
13,421;-0,4399;0,8249;0,2325;0,963
13,455;-0,4702;0,9097;0,2713;1,059
13,472;-0,3886;1,0254;0,2982;1,136
13,488;-0,3837;1,013;0,225;1,106
13,502;-0,4381;0,9222;0,2156;1,043
13,533;-0,4459;0,8471;0,3311;1,013
13,557;-0,3842;0,8489;0,3734;1,004
13,564;-0,3369;0,8537;0,3123;0,969
13,617;-0,3779;0,7991;0,268;0,924
13,619;-0,4294;0,777;0,2864;0,933
13,66;-0,452;0,7678;0,2969;0,939
13,664;-0,4392;0,7612;0,2772;0,922
13,679;-0,4393;0,7522;0,2699;0,912
13,72;-0,4575;0,7468;0,2717;0,917
13,721;-0,4685;0,7445;0,2577;0,917
13,723;-0,4728;0,7681;0,2376;0,933
13,754;-0,4704;0,7829;0,2322;0,942
13,784;-0,4663;0,7862;0,2366;0,944
13,792;-0,4667;0,805;0,236;0,96
13,818;-0,4652;0,817;0,2307;0,968
13,834;-0,4547;0,8283;0,2365;0,974
13,852;-0,4425;0,849;0,2343;0,986
13,865;-0,4431;0,8592;0,2374;0,995
13,897;-0,4558;0,8461;0,2441;0,992
13,913;-0,466;0,8469;0,2329;0,994
13,932;-0,4697;0,8693;0,2318;1,015
13,947;-0,4727;0,8724;0,2439;1,022
13,976;-0,4762;0,8488;0,2402;1,002
13,992;-0,4677;0,8345;0,2315;0,984
14,008;-0,4642;0,8402;0,2283;0,987
14,024;-0,4653;0,8462;0,2228;0,991
14,062;-0,4642;0,8407;0,2161;0,984
14,077;-0,4582;0,8354;0,2189;0,978
14,122;-0,4587;0,8377;0,2221;0,981
14,124;-0,4644;0,8313;0,2313;0,98
14,133;-0,4772;0,816;0,2392;0,975
14,15;-0,4745;0,8098;0,2443;0,97
14,169;-0,4622;0,8091;0,2427;0,963
14,197;-0,4681;0,8169;0,2358;0,971
14,215;-0,4862;0,816;0,2291;0,977
14,234;-0,4969;0,8164;0,2248;0,982
14,245;-0,4946;0,8286;0,2248;0,991
14,277;-0,4937;0,8409;0,2193;0,999
14,293;-0,5008;0,8423;0,2097;1,002
14,308;-0,5059;0,8423;0,2036;1,003
14,345;-0,5004;0,8505;0,2054;1,008
14,358;-0,4984;0,852;0,2086;1,009
14,372;-0,4921;0,8396;0,2086;0,995
14,387;-0,4907;0,8239;0,2089;0,981
14,42;-0,4877;0,8153;0,2098;0,973
14,436;-0,4777;0,8178;0,2148;0,971
14,456;-0,4627;0,8175;0,2128;0,963
14,466;-0,4536;0,8169;0,1937;0,954
14,498;-0,4581;0,8198;0,1946;0,959
14,515;-0,4684;0,8169;0,1922;0,961
14,533;-0,4727;0,8326;0,1845;0,975
14,561;-0,4714;0,8599;0,1864;0,998
14,577;-0,4805;0,8558;0,1968;1,001
14,593;-0,4931;0,847;0,1994;1
14,613;-0,4946;0,8567;0,1994;1,009
14,64;-0,4985;0,8619;0,1955;1,015
14,656;-0,5011;0,8601;0,1946;1,014
14,674;-0,4988;0,8607;0,1866;1,012
14,704;-0,4767;0,8579;0,1896;1
14,72;-0,4589;0,8506;0,1896;0,985
14,736;-0,4536;0,8421;0,1776;0,973
14,766;-0,4689;0,8354;0,1735;0,974
14,786;-0,4808;0,8282;0,1882;0,976
14,799;-0,4816;0,8188;0,2027;0,971
14,815;-0,4916;0,8198;0,2079;0,978
14,831;-0,5085;0,828;0,2159;0,995
14,864;-0,5126;0,8179;0,2296;0,992
14,878;-0,5027;0,813;0,2329;0,984
14,897;-0,4991;0,8102;0,221;0,977
14,922;-0,4928;0,8072;0,215;0,97
14,941;-0,4789;0,8081;0,2106;0,963
14,957;-0,4631;0,8151;0,2102;0,961
14,973;-0,4594;0,822;0,208;0,964
15,006;-0,4795;0,829;0,2119;0,981
15,021;-0,4868;0,8352;0,2235;0,992
15,047;-0,4927;0,8353;0,2212;0,995
15,058;-0,5069;0,8241;0,2206;0,992
15,084;-0,5164;0,8178;0,2341;0,995
15,101;-0,518;0,8228;0,244;1,002
15,121;-0,5249;0,8173;0,2422;1,001
15,134;-0,5259;0,8035;0,2442;0,991
15,169;-0,5195;0,8022;0,2399;0,985
15,187;-0,5071;0,8021;0,2364;0,978
15,197;-0,5008;0,7916;0,2299;0,965
15,215;-0,4968;0,786;0,2251;0,957
15,242;-0,4867;0,7856;0,228;0,952
15,258;-0,4828;0,7868;0,2306;0,952
15,274;-0,4846;0,7928;0,2255;0,956
15,306;-0,487;0,7972;0,225;0,961
15,321;-0,4987;0,7865;0,2348;0,96
15,338;-0,5057;0,7785;0,2443;0,96
15,355;-0,514;0,7816;0,2463;0,967
15,385;-0,5281;0,7852;0,2439;0,977
15,402;-0,5475;0,7887;0,2394;0,989
15,419;-0,546;0,8035;0,2351;1
15,45;-0,5314;0,8232;0,2243;1,005
15,469;-0,5246;0,8312;0,217;1,007
15,48;-0,5137;0,8325;0,2146;1,002
15,498;-0,4964;0,8325;0,213;0,992
15,527;-0,4907;0,8353;0,2091;0,991
15,544;-0,4915;0,8363;0,2116;0,993
15,56;-0,4926;0,8236;0,2206;0,985
15,585;-0,4945;0,8152;0,2322;0,981
15,607;-0,4955;0,8145;0,2317;0,981
15,623;-0,5034;0,813;0,2307;0,984
15,639;-0,5143;0,816;0,2356;0,993
15,672;-0,5259;0,8351;0,2363;1,015
15,687;-0,5265;0,8456;0,2301;1,022
15,705;-0,5227;0,8408;0,2236;1,015
15,732;-0,5152;0,8333;0,2211;1,004
15,751;-0,5021;0,8392;0,2008;0,998
15,766;-0,4839;0,8464;0,1981;0,995
15,781;-0,4803;0,8488;0,21;0,998
15,799;-0,4737;0,8374;0,2222;0,987
15,84;-0,467;0,8204;0,2246;0,97
15,866;-0,4575;0,8159;0,2326;0,964
15,869;-0,4555;0,8085;0,23;0,956
15,892;-0,4555;0,8132;0,2346;0,961
15,912;-0,458;0,817;0,2384;0,966
15,926;-0,469;0,8027;0,2435;0,961
15,94;-0,4781;0,7837;0,241;0,949
15,972;-0,4973;0,7822;0,2357;0,956
15,994;-0,5216;0,7872;0,2299;0,972
16,002;-0,535;0,7948;0,2326;0,986
16,032;-0,5376;0,7992;0,2308;0,99
16,051;-0,5348;0,8026;0,2254;0,99
16,067;-0,5288;0,81;0,2218;0,992
16,082;-0,5244;0,8175;0,2213;0,996
16,114;-0,5239;0,8267;0,2249;1,004
16,135;-0,5233;0,8237;0,2318;1,003
16,148;-0,5174;0,8078;0,2368;0,988
16,168;-0,5111;0,7921;0,2354;0,972
16,192;-0,5065;0,7756;0,2289;0,954
16,208;-0,5121;0,7731;0,233;0,956
16,225;-0,5167;0,7733;0,2391;0,96
16,241;-0,5087;0,7721;0,2478;0,957
16,281;-0,4961;0,7704;0,258;0,952
16,287;-0,4955;0,7739;0,2571;0,954
16,304;-0,4936;0,7788;0,2516;0,956
16,336;-0,4927;0,7878;0,2482;0,962
16,35;-0,4981;0,7935;0,2482;0,969
16,366;-0,513;0,7923;0,2482;0,976
16,383;-0,518;0,7965;0,2433;0,981
16,414;-0,5131;0,8013;0,2358;0,98
16,431;-0,5215;0,8028;0,2283;0,984
16,446;-0,5226;0,8039;0,2248;0,985
16,462;-0,5183;0,8087;0,2321;0,988
16,495;-0,5126;0,8071;0,2373;0,985
16,513;-0,5132;0,8062;0,2395;0,985
16,525;-0,5107;0,8081;0,2399;0,986
16,559;-0,5082;0,811;0,2404;0,987
16,573;-0,5061;0,8093;0,2404;0,984
16,589;-0,5124;0,803;0,2415;0,983
16,605;-0,5125;0,7963;0,2407;0,977
16,637;-0,5122;0,7956;0,24;0,976
16,653;-0,5122;0,7989;0,2357;0,978
16,667;-0,5135;0,8013;0,232;0,98
16,694;-0,5141;0,8067;0,2288;0,984
16,715;-0,5193;0,8071;0,2248;0,986
16,731;-0,5257;0,8071;0,2285;0,99
16,751;-0,5263;0,8013;0,2326;0,987
16,779;-0,5238;0,7956;0,2284;0,98
16,794;-0,5189;0,8024;0,222;0,981
16,822;-0,5161;0,8041;0,2281;0,982
16,827;-0,5177;0,8032;0,2355;0,984
16,858;-0,5219;0,8011;0,2344;0,984
16,881;-0,5205;0,7993;0,2319;0,982
16,892;-0,5193;0,8006;0,2306;0,982
16,905;-0,5237;0,8031;0,2306;0,986
16,938;-0,5251;0,802;0,2283;0,985
16,957;-0,5192;0,8097;0,2258;0,988
16,978;-0,5116;0,8223;0,2189;0,993
17;-0,5083;0,8247;0,213;0,992
17,017;-0,5108;0,8197;0,2077;0,988
17,033;-0,5187;0,8158;0,2091;0,989
17,05;-0,5239;0,8103;0,2138;0,988
17,081;-0,5217;0,7986;0,2271;0,981
17,115;-0,5193;0,7864;0,2321;0,971
17,12;-0,518;0,7741;0,2345;0,96
17,126;-0,518;0,7773;0,2399;0,964
17,161;-0,5189;0,7999;0,2455;0,985
17,175;-0,5061;0,8146;0,2415;0,989
17,194;-0,4894;0,8217;0,2376;0,985
17,223;-0,4926;0,8228;0,2326;0,987
17,247;-0,4955;0,8139;0,2281;0,98
17,255;-0,4926;0,8142;0,2267;0,978
17,27;-0,4958;0,8217;0,2299;0,987
17,303;-0,5049;0,8157;0,2347;0,988
17,321;-0,5102;0,7983;0,2365;0,976
17,333;-0,5115;0,7883;0,2365;0,969
17,348;-0,5122;0,7876;0,2365;0,969
17,383;-0,5178;0,7892;0,2395;0,974
17,397;-0,5276;0,7841;0,2478;0,977
17,412;-0,5227;0,7784;0,2507;0,971
17,428;-0,5064;0,7817;0,2405;0,962
17,46;-0,5038;0,7936;0,2351;0,969
17,475;-0,5034;0,7993;0,2376;0,974
17,505;-0,5043;0,7914;0,24;0,969
17,53;-0,5122;0,7857;0,2404;0,968
17,54;-0,5162;0,7923;0,2378;0,975
17,554;-0,5224;0,7986;0,2365;0,983
17,573;-0,5208;0,8024;0,2334;0,985
17,602;-0,5219;0,8022;0,2267;0,984
17,619;-0,5237;0,7948;0,2276;0,979
17,634;-0,5258;0,7929;0,2329;0,98
17,664;-0,5181;0,807;0,2365;0,988
17,684;-0,5196;0,8178;0,2375;0,998
17,697;-0,5249;0,8087;0,2425;0,994
17,715;-0,5258;0,8001;0,2427;0,988
17,744;-0,5255;0,8055;0,2403;0,991
17,76;-0,5199;0,8077;0,2385;0,99
17,809;-0,5161;0,8002;0,2385;0,982
17,81;-0,5231;0,7903;0,2349;0,976
17,823;-0,5392;0,7813;0,2309;0,977
17,84;-0,535;0,7649;0,2228;0,96
17,858;-0,5331;0,7555;0,2256;0,952
17,87;-0,5259;0,7563;0,2132;0,946
17,904;-0,5214;0,7944;0,2112;0,973
17,93;-0,5988;0,8496;0,2569;1,071
17,934;-0,396;0,8728;0,1856;0,976
17,967;-0,4695;0,8564;0,2325;1,004
17,984;-0,4743;0,8482;0,1713;0,987
17,998;-0,4836;0,8216;0,142;0,964
18,013;-0,5081;0,8191;0,1249;0,972
18,059;-0,4936;0,8;0,1521;0,952
18,068;-0,4867;0,7524;0,1703;0,912
18,086;-0,4481;0,75;0,1359;0,884
18,093;-0,4492;0,7237;0,121;0,86
18,123;-0,4664;0,744;0,1123;0,885
18,141;-0,4678;0,7759;0,1146;0,913
18,157;-0,4676;0,8041;0,1145;0,937
18,188;-0,4767;0,8226;0,0935;0,955
18,204;-0,4699;0,8215;0,0931;0,951
18,22;-0,4548;0,8276;0,1082;0,951
18,237;-0,4287;0,8341;0,1238;0,946
18,269;-0,419;0,8199;0,1063;0,927
18,292;-0,4197;0,8001;0,0716;0,906
18,304;-0,397;0,7962;0,0523;0,891
18,33;-0,3792;0,8033;0,0488;0,89
18,347;-0,3793;0,8057;0,044;0,892
18,363;-0,3821;0,8061;0,0331;0,893
18,381;-0,3718;0,8037;0,0343;0,886
18,429;-0,3656;0,8057;0,0373;0,886
18,439;-0,3629;0,813;0,0424;0,891
18,45;-0,341;0,8046;0,0537;0,876
18,458;-0,3079;0,7855;0,0463;0,845
18,49;-0,2988;0,8076;0,0219;0,861
18,507;-0,2904;0,8331;0,0145;0,882
18,521;-0,2513;0,8323;0,0088;0,869
18,544;-0,2119;0,8115;-0,0246;0,839
18,569;-0,1965;0,7988;-0,0776;0,826
18,604;-0,1867;0,8045;-0,1167;0,834
18,614;-0,1687;0,825;-0,1286;0,852
18,632;-0,1156;0,8495;-0,1379;0,868
18,651;-0,0887;0,8704;-0,1636;0,89
18,662;-0,0706;0,8899;-0,2044;0,916
18,682;-0,0296;0,9111;-0,2085;0,935
18,711;0,0317;0,9218;-0,2228;0,949
18,742;0,063;0,9127;-0,2618;0,952
18,747;0,0407;0,8994;-0,3223;0,956
18,757;0,0179;0,9161;-0,3685;0,988
18,789;0,0126;0,9467;-0,3719;1,017
18,806;0,0036;0,9765;-0,3666;1,043
18,85;-0,0021;0,9773;-0,413;1,061
18,852;0,025;0,9809;-0,5023;1,102
18,893;0,0546;1,0189;-0,5746;1,171
18,898;0,0399;1,0516;-0,6064;1,215
18,902;-0,0108;1,0421;-0,6237;1,215
18,935;-0,0146;1,0024;-0,6533;1,197
18,95;0,0468;1,0108;-0,6776;1,218
18,965;0,0897;1,0435;-0,678;1,248
18,986;0,0631;1,0207;-0,6839;1,23
19,013;0,0641;0,9587;-0,7101;1,195
19,028;0,111;0,9689;-0,7549;1,233
19,047;0,1589;1,0161;-0,7858;1,294
19,063;0,1712;1,0172;-0,7879;1,298
19,121;0,1401;1,0248;-0,7913;1,302
19,134;0,1576;1,0358;-0,8065;1,322
19,135;0,1986;1,0025;-0,8065;1,302
19,154;0,1901;0,9737;-0,8004;1,275
19,179;0,199;0,8927;-0,8335;1,237
19,187;0,2029;0,8613;-0,8557;1,231
19,201;0,1899;0,826;-0,877;1,22
19,234;0,1871;0,801;-0,8765;1,202
19,266;0,1915;0,7657;-0,8865;1,187
19,267;0,2065;0,7033;-0,91;1,168
19,297;0,2464;0,6617;-0,9211;1,161
19,317;0,2936;0,6418;-0,8779;1,126
19,332;0,3177;0,6125;-0,7915;1,05
19,345;0,2968;0,5948;-0,7756;1,022
19,395;0,3338;0,5821;-0,7642;1,017
19,397;0,3416;0,5927;-0,7511;1,016
19,409;0,3659;0,6057;-0,7369;1,022
19,422;0,3202;0,5682;-0,7688;1,008
19,454;0,3289;0,5678;-0,7572;1,002
19,474;0,3577;0,5383;-0,7103;0,96
19,487;0,3773;0,5559;-0,6921;0,965
19,52;0,3421;0,5883;-0,7298;0,998
19,549;0,3605;0,6413;-0,7881;1,078
19,554;0,4036;0,6917;-0,8134;1,142
19,57;0,3987;0,7223;-0,8257;1,167
19,599;0,3389;0,7033;-0,9041;1,194
19,612;0,3257;0,6684;-0,9314;1,192
19,628;0,3044;0,6291;-0,9467;1,177
19,646;0,2689;0,58;-0,946;1,142
19,676;0,2299;0,5481;-0,9431;1,115
19,694;0,2381;0,5187;-0,9327;1,094
19,71;0,2512;0,4775;-0,9022;1,051
19,743;0,2562;0,4251;-0,8732;1,004
19,757;0,2726;0,3774;-0,8504;0,97
19,772;0,2868;0,3678;-0,835;0,956
19,797;0,3074;0,3739;-0,8189;0,951
19,82;0,389;0,4063;-0,7767;0,959
19,84;0,479;0,4307;-0,732;0,975
19,852;0,5759;0,4519;-0,704;1,016
19,867;0,6094;0,5211;-0,724;1,08
19,902;0,5676;0,5858;-0,7809;1,129
19,914;0,5442;0,6097;-0,8091;1,15
19,932;0,5465;0,6473;-0,8162;1,176
19,963;0,5554;0,654;-0,8071;1,178
19,979;0,5573;0,6347;-0,8021;1,165
19,993;0,5062;0,616;-0,8048;1,133
20,012;0,4371;0,5912;-0,8043;1,09
20,041;0,3846;0,5621;-0,7916;1,044
20,056;0,3504;0,5316;-0,7766;1,004
20,085;0,3333;0,4867;-0,7613;0,963
20,098;0,3196;0,4413;-0,7546;0,931
20,119;0,3244;0,3905;-0,7677;0,92
20,155;0,3292;0,3791;-0,813;0,956
20,156;0,3099;0,3859;-0,8946;1,022
20,182;0,2713;0,319;-0,8726;0,968
20,201;0,2744;0,2076;-0,8477;0,915
20,218;0,2585;0,1347;-0,8861;0,933
20,27;0,194;0,1219;-0,9638;0,991
20,274;0,2305;0,0946;-0,9572;0,989
20,281;0,1553;0,1314;-1,103;1,122
20,294;0,2461;0,1204;-1,1494;1,182
20,313;0,2049;0,0712;-1,1318;1,152
20,342;0,0689;0,0252;-1,0236;1,026
20,362;0,0465;-0,0269;-0,9835;0,985
20,372;0,0462;-0,1045;-0,9456;0,952
20,406;0,0429;-0,0651;-0,9107;0,914
20,422;-0,0374;0,1776;-1,0512;1,067
20,437;-0,0174;0,2072;-0,906;0,929
20,451;0,0558;0,2691;-0,7648;0,813
20,513;0,0263;0,3357;-0,9633;1,02
20,519;-0,1009;0,0901;-1,0569;1,066
20,521;-0,1172;0,0389;-1,0094;1,017
20,537;0,0473;0,2042;-1,0041;1,026
20,563;0,1308;0,3042;-1,007;1,06
20,581;-0,1145;0,2786;-0,8727;0,923
20,608;-0,3357;0,4169;-0,8281;0,986
20,627;-0,3428;0,407;-1,5541;1,643
20,659;-0,0554;0,1522;-1,6928;1,701
20,669;-0,1156;0,2501;-1,1855;1,217
20,674;-0,2227;0,5851;-1,3637;1,501
20,709;-0,1083;0,4002;-1,2928;1,358
20,72;-0,1461;0,191;-1,0162;1,044
20,736;-0,2998;0,2351;-1,1687;1,229
20,752;-0,0362;0,2281;-1,0499;1,075
20,784;0,2468;0,5138;-0,934;1,094
20,802;0,1061;0,566;-0,9684;1,127
20,818;-0,0257;0,3874;-0,9734;1,048
20,848;0,2397;0,2799;-0,8913;0,964
20,867;0,3226;0,1641;-0,7794;0,859
20,88;0,1936;0,1439;-0,8223;0,857
20,903;0,0999;0,0893;-0,7801;0,792
20,926;0,1212;0,1562;-0,7918;0,816
20,959;0,1847;0,2011;-0,783;0,829
20,964;0,1205;0,0896;-0,8202;0,834
20,981;0,0993;-0,0748;-0,8747;0,884
21,007;0,049;-0,136;-0,8952;0,907
21,023;-0,0355;-0,1057;-0,918;0,925
21,038;-0,0719;-0,1093;-0,9254;0,935
21,072;-0,0657;-0,1922;-0,9508;0,972
21,111;-0,0232;-0,2156;-0,9814;1,005
21,118;-0,0185;-0,217;-0,9568;0,981
21,12;-0,0854;-0,2548;-0,9765;1,013
21,15;-0,172;-0,2916;-1,0348;1,089
21,167;-0,1394;-0,3892;-1,0591;1,137
21,183;-0,0939;-0,3848;-1,0521;1,124
21,215;-0,1216;-0,4358;-1,118;1,206
21,252;-0,2147;-0,6583;-1,1871;1,374
21,258;-0,1996;-0,7025;-1,1223;1,339
21,263;-0,2404;-0,4879;-1,1427;1,266
21,295;-0,3003;-0,4424;-1,2044;1,318
21,308;-0,2411;-0,5512;-1,1149;1,267
21,322;-0,2034;-0,4218;-1,0497;1,149
21,352;-0,3193;-0,2772;-1,1716;1,246
21,382;-0,3437;-0,3635;-1,1684;1,271
21,385;-0,2043;-0,3754;-1,0498;1,133
21,401;-0,0942;-0,2962;-0,8804;0,934
21,418;-0,1894;-0,2719;-0,8567;0,919
21,449;-0,1951;-0,3014;-0,9361;1,003
21,467;-0,0553;-0,2162;-1,0037;1,028
21,494;-0,0391;-0,1001;-0,9704;0,976
21,512;-0,0237;-0,1534;-0,8031;0,818
21,528;-0,1425;-0,2138;-0,9304;0,965
21,546;-0,0972;-0,2258;-0,9972;1,027
21,561;0,057;-0,2108;-0,9354;0,961
21,615;0,0959;-0,1309;-0,9354;0,949
21,616;-0,061;-0,0681;-1,0053;1,009
21,622;-0,0841;-0,1035;-1,0553;1,064
21,642;-0,0629;-0,12;-0,9832;0,993
21,674;0,029;-0,1083;-0,9886;0,995
21,687;0,1045;-0,1633;-0,882;0,903
21,709;0,0615;-0,1813;-1,0528;1,07
21,734;-0,1098;-0,2009;-1,0192;1,045
21,782;-0,145;-0,1541;-1,1391;1,159
21,789;-0,0669;-0,0925;-1,283;1,288
21,791;0,1817;-0,0503;-1,0641;1,081
21,817;0,0995;-0,0736;-1,1144;1,121
21,83;-0,0507;-0,1911;-1,1516;1,168
21,845;-0,0311;-0,2446;-1,1264;1,153
21,864;0,0241;-0,2315;-1,1068;1,131
21,911;0,0234;-0,158;-1,1477;1,159
21,915;0,0197;-0,1513;-1,1576;1,168
21,941;0,0026;-0,1665;-1,0316;1,045
21,957;0,0285;-0,1363;-1,0512;1,06
21,972;0,0863;-0,112;-1,0202;1,03
21,99;0,0804;-0,135;-0,9521;0,965
22,008;0,0679;-0,1826;-0,8825;0,904
22,044;0,1339;-0,1674;-0,8094;0,837
22,052;0,1081;-0,1487;-0,7834;0,805
22,075;0,1119;-0,109;-0,7574;0,773
22,081;0,1043;-0,0513;-0,7542;0,763
22,116;0,0633;-0,0203;-0,8244;0,827
22,148;0,0559;-0,0253;-0,842;0,844
22,185;0,0284;-0,026;-0,8231;0,824
22,185;0,0116;-0,0372;-0,8091;0,81
22,194;-0,0146;-0,031;-0,8197;0,82
22,212;-0,0318;0,0118;-0,9055;0,906
22,225;-0,0194;0,0454;-0,97;0,971
22,274;-0,0407;0,0636;-1,0022;1,005
22,276;-0,0541;0,0791;-1,056;1,06
22,287;-0,0466;0,0979;-1,1013;1,107
22,303;-0,0538;0,1267;-1,1294;1,138
22,338;-0,0328;0,144;-1,1513;1,161
22,351;-0,0188;0,132;-1,1612;1,169
22,368;-0,1379;0,1295;-1,2366;1,251
22,401;-0,0957;0,1231;-1,2097;1,22
22,429;0,0112;0,1701;-1,1371;1,15
22,432;0,0501;0,2226;-1,1152;1,138
22,462;0,0126;0,2869;-1,137;1,173
22,48;0,001;0,3258;-1,1885;1,232
22,502;-0,0326;0,3148;-1,1927;1,234
22,514;-0,0566;0,3345;-1,1145;1,165
22,527;0,0609;0,4542;-1,1434;1,232
22,556;0,1137;0,4898;-1,1942;1,296
22,58;-0,0561;0,4467;-1,1958;1,278
22,593;-0,1559;0,385;-1,1724;1,244
22,624;-0,0877;0,3615;-1,0545;1,118
22,636;-0,0473;0,3629;-0,9383;1,007
22,651;-0,073;0,3988;-0,9456;1,029
22,671;-0,0501;0,4218;-0,9417;1,033
22,704;-0,0424;0,4638;-0,9127;1,025
22,721;-0,0471;0,4627;-0,8635;0,981
22,73;-0,027;0,4402;-0,8118;0,924
22,748;-0,0132;0,4622;-0,8463;0,964
22,779;-0,0022;0,4787;-0,8021;0,934
22,796;-0,0512;0,4561;-0,7557;0,884
22,81;-0,0865;0,4455;-0,7713;0,895
22,838;-0,0746;0,4302;-0,7548;0,872
22,871;-0,078;0,4405;-0,7201;0,848
22,874;-0,0981;0,4703;-0,7582;0,898
22,891;-0,1045;0,4445;-0,7714;0,896
22,922;-0,1287;0,4154;-0,8091;0,919
22,941;-0,1756;0,4549;-0,8679;0,996
22,957;-0,1736;0,4685;-0,8271;0,966
22,975;-0,1592;0,4834;-0,8235;0,968
23,005;-0,1835;0,4944;-0,8427;0,994
23,017;-0,2014;0,5323;-0,8469;1,02
23,042;-0,1847;0,5363;-0,8557;1,027
23,047;-0,2609;0,5547;-0,8387;1,039
23,079;-0,417;0,5635;-0,8446;1,098
23,095;-0,0562;0,6086;-0,9507;1,13
23,125;0,1209;0,6261;-1,0074;1,192
23,143;-0,3423;0,4347;-1,163;1,288
23,161;-0,3315;0,283;-1,1247;1,206
23,175;-0,2591;0,3243;-1,061;1,139
23,193;-0,4371;0,4281;-0,9352;1,117
23,223;-0,5796;0,4698;-0,887;1,159
23,244;-0,4086;0,5152;-0,893;1,109
23,254;-0,3577;0,5255;-0,932;1,128
23,294;-0,4767;0,4224;-0,8885;1,093
23,302;-0,6074;0,3092;-0,7547;1,017
23,319;-0,5652;0,3851;-0,7051;0,982
23,332;-0,4734;0,6119;-0,7592;1,084
23,374;-0,4329;0,6504;-0,7131;1,058
23,384;-0,4294;0,5263;-0,7149;0,986
23,398;-0,3205;0,3871;-0,732;0,888
23,419;-0,3025;0,298;-0,7367;0,85
23,448;-0,3399;0,2688;-0,7917;0,903
23,461;-0,4182;0,268;-0,7784;0,923
23,477;-0,4878;0,3202;-0,7863;0,979
23,491;-0,4584;0,38;-0,8106;1,006
23,542;-0,4266;0,3222;-0,8436;0,999
23,554;-0,4321;0,2197;-0,9459;1,063
23,56;-0,4164;0,1271;-1,046;1,133
23,587;-0,344;0,0722;-1,095;1,15
23,606;-0,2573;0,0416;-1,1089;1,139
23,619;-0,1482;0,039;-1,1585;1,169
23,64;-0,0619;0,0098;-1,2065;1,208
23,669;-0,0115;-0,0267;-1,1794;1,18
23,7;0,025;-0,0557;-1,1802;1,182
23,707;0,1103;-0,0112;-1,1746;1,18
23,715;0,1724;0,0549;-1,2144;1,228
23,748;0,2467;0,0635;-1,2742;1,299
23,762;0,3072;0,0776;-1,2941;1,332
23,776;0,3331;0,1214;-1,3139;1,361
23,822;0,3388;0,1341;-1,2922;1,343
23,833;0,3588;0,1295;-1,2581;1,315
23,843;0,3944;0,1579;-1,2328;1,304
23,857;0,4084;0,1852;-1,2085;1,289
23,89;0,395;0,2247;-1,1548;1,241
23,903;0,4057;0,2131;-1,1026;1,194
23,919;0,3616;0,1606;-1,0428;1,115
23,957;0,3043;0,0764;-1,085;1,129
23,971;0,3131;0,1141;-0,9993;1,053
23,983;0,2649;0,194;-0,9596;1,014
24,002;0,1946;0,1985;-0,9581;0,998
24,029;0,1377;0,1563;-0,9168;0,94
24,047;0,1333;0,0577;-0,9116;0,923
